Timestamp,Extractor's Initials,Title,First Author Name,Article Type,"Quantitative synthesis (Computational Synthesis, Mathematical Synthesis)",Methodological,"Remote Sensing (satellite sensing, remote-collection, satellite-collection)","Monitoring (Surveying, routine observation, annual surveys)",Ecosystem Management/Conservation,Bleaching,Disease,Biodiversity of coral reef assemblage,Biodiversity of microbial community,Coral and/or Coral Reef Resilience/Tolerance/Adaptability,Coral Recovery/Restoration/Rehabilitation,Coral Cover/Mortality,"Pathogen (virus, bacteria, viral agent)","Microbiome (holobiont, symbionts)",Symbiosis,Climate Change,Anthropogenic Impacts,Habitat Range Shift (change in geographic range),Increased Sea Surface Temperature,UV Radiation,"Predation (e.g., invasive species)","Acidification (acidify, lowered pH, more acidic waters)","Calcification (calcify, calcified)",Bioerosion (biodegradation - breakdown of organic material through bacterial means),"Physical Damage - Wave Action (e.g., storms/cyclones/hurricanes)","Physical Damage - Human (e.g., boating, tourism, land development, shipwreck)","Chemical Exposure (e.g., oils, hormones, drugs, sewage exposure, increased nutrients, herbicides)","Non-chemical pollution (e.g., sedimentation, eutrophication, solids)",Fishing,Other,
7/8/2022 10:45:21,SB,Review: {Sediment}-related controls on the health of the great barrier reef,Hairsine PB,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,,
7/8/2022 10:15:17,SB,"Extensive coral mortality in the {US} {Virgin} {Islands} in 2005/2006: {A} review of the evidence for synergy among thermal stress, coral bleaching and disease",Rogers CS,Narrative Review,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/8/2022 9:54:24,SB,10th {Anniversary} {Review}: {A} changing climate for coral reefs,Lough JM,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/8/2022 9:35:45,SB,Experimental biology of coral reef ecosystems,Lesser MP,Narrative Review,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,,
7/8/2022 9:23:51,SB,Global and local threats to coral reef functioning and existence: {Review} and predictions,Wilkinson CR,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,sea level rise,
7/7/2022 16:06:03,SB,The current status of coral reef management in {French} {Polynesia},Hutchings P,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,,
7/7/2022 13:40:19,SB,{CORAL}-{REEFS} {OF} {THE} {TROPICAL} {EASTERN} {PACIFIC} - {REVIEW} {AND} {PERSPECTIVES},Guzman HM,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,,
7/6/2022 16:06:29,SB,Shifting the paradigm of coral-reef 'health' assessment,Downs CA,Narrative Review,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,,
7/6/2022 15:23:50,SB,"Climate change, human impacts, and the resilience of coral reefs",Hughes TP,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,,
7/6/2022 15:18:30,SB,Coral bleaching in the {Southern} {Seychelles} during the 1997-1998 {Indian} {Ocean} warm event,Spencer T,Narrative Review,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/6/2022 11:55:18,SB,"Calicoblastic neoplasms in {Acropora} palmata, with a review of reports on anomalies of growth and form in corals",Peters EC,Narrative Review,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/6/2022 11:50:39,SB,A review of the status of {Philippine} reefs,Gomez ED,Narrative Review,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,Yes,,
7/6/2022 11:30:21,SB,Assessing the 'deep reef refugia' hypothesis: {Focus} on {Caribbean} reefs,Bongaerts P,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,reproduction,
7/6/2022 11:25:16,SB,Coral diseases in aquaria and in nature,Sweet M,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/6/2022 10:41:50,SB,Evidence for multiple stressor interactions and effects on coral reefs,Ban SS,"Narrative Review, Meta-analysis",Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,Yes,Yes,,
7/6/2022 10:14:45,SB,Know {Thy} {Anemone}: {A} {Review} of {Threats} to {Octocorals} and {Anemones} and {Opportunities} for {Their} {Restoration},Steinberg RK,Narrative Review,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,,
7/6/2022 10:08:08,SB,How does sediment exposure affect corals? {A} systematic review protocol,Tuttle LJ,"Meta-analysis, Systematic Review",Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,,
7/6/2022 9:35:28,SB,Global gene expression patterns in {Porites} white patch syndrome: {Disentangling} symbiont loss from the thermal stress response in reef-building coral,Kenkel CD,"Data/Quantitative Synthesis, Meta-analysis",Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/5/2022 22:58:21,SB,A review of the role and function of microbes in coral reef ecosystem,Zhou J,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,,
7/5/2022 22:54:08,SB,Keeping the ‘{Great}’ in the {Great} {Barrier} {Reef}: {Large}-scale governance of the {Great} {Barrier} {Reef} {Marine} {Park},Evans LS,Systematic Map,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,MPAs,
7/5/2022 22:47:11,SB,Diseases and pathogens of marine invertebrate corals in {Indian} reefs,Sharma D,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/5/2022 22:42:15,SB,"A unique coral community in the mangroves of {Hurricane} {Hole}, {St}. {John}, {US} {Virgin} {Islands}",Rogers CS,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/5/2022 15:59:03,SB,"Coral {Disease} {Causes}, {Consequences}, and {Risk} within {Coral} {Restoration}",Moriarty T,Narrative Review,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/5/2022 15:45:03,SB,Translating resilience-based management theory to practice for coral bleaching recovery in {Hawai}‘i,Chung A,"Narrative Review, Systematic Review",No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,MPAs,
7/5/2022 15:09:41,SB,Bacteria that affects coral health with an emphasis on the gulf of {Mexico} and the caribbean sea,Castañeda-Chávez MR,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/5/2022 15:05:36,SB,Bioerosion: {The} other ocean acidification problem,Schönberg CHL,"Narrative Review, Data/Quantitative Synthesis, Meta-analysis",Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,,
7/5/2022 14:59:56,SB,Long-term change in coral cover and the effectiveness of marine protected areas in the {Philippines}: {A} meta-analysis,Magdaong ET,"Data/Quantitative Synthesis, Meta-analysis",Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,MPAs,
7/5/2022 14:42:40,SB,Sensitivity of coral calcification to ocean acidification: {A} meta-analysis,Chan NCS,"Data/Quantitative Synthesis, Meta-analysis",Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/5/2022 14:34:23,SB,Relationship between historical sea-surface temperature variability and climate change-induced coral mortality in the western {Indian} {Ocean},Ateweberhan M,"Data/Quantitative Synthesis, Meta-analysis",Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/5/2022 14:29:31,SB,A framework for responding to coral disease outbreaks that facilitates adaptive management,Beeden R,Narrative Review,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/5/2022 13:41:22,SB,"A map of human impacts to a ""pristine"" coral reef ecosystem, the {Papahānaumokuākea} {Marine} {National} {Monument}",Selkoe KA,Data/Quantitative Synthesis,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,,
7/5/2022 13:32:24,SB,"Coral restoration - {A} systematic review of current methods, successes, failures and future directions",Bostrom-Einarsson L,"Narrative Review, Systematic Review",No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/4/2022 22:54:32,SB,Coral-{Associated} {Bacterial} {Assemblages}: {Current} {Knowledge} and the {Potential} for {Climate}-{Driven} {Impacts},Mouchka ME,"Narrative Review, Meta-analysis",Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/1/2022 13:59:30,SB,The {Future} of {Reef} {Ecosystems} in the {Gulf} of {Mexico}: {Insights} {From} {Coupled} {Climate} {Model} {Simulations} and {Ancient} {Hot}-{House} {Reefs},Dee SG,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/1/2022 12:59:51,SB,Beneath the surface: {Community} assembly and functions of the coral skeleton microbiome,Ricci F,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,metabolism,
7/1/2022 12:54:56,SB,Thermal stress and resilience of corals in a climate-changingworld,Carballo-Bolaños R,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/1/2022 12:50:34,SB,Rresearch progress on the homeostasis adjustment mechanisms of coral symbiotic bacteria,Lin Z,Narrative Review,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,metabolism,
7/1/2022 12:45:25,SB,Carbonate budgets as indicators of functional reef “health”: {A} critical review of data underpinning census-based methods and current knowledge gaps,Lange ID,Narrative Review,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
6/29/2022 15:55:49,SB,Synergies between local and climate-driven impacts on coral reefs in the {Tropical} {Pacific}: {A} review of issues and adaptation opportunities,Dutra LXC,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,,
6/29/2022 15:45:30,SB,Projecting coral responses to intensifying marine heatwaves under ocean acidification,Klein SG,Data/Quantitative Synthesis,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
6/29/2022 15:26:06,SB,Extending the natural adaptive capacity of coral holobionts,Voolstra CR,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
6/29/2022 15:08:33,SB,10th {Anniversary} {Review}: {A} changing climate for coral reefs,Lough JM,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,remove
6/29/2022 14:12:19,SB,Integrating physiology with remote sensing to advance the prediction of coral bleaching events,Mason RAB,Narrative Review,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
6/29/2022 13:59:18,SB,Coral {Lipidomes} and {Their} {Changes} during {Coral} {Bleaching},Sikorskaya TV,Narrative Review,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
6/29/2022 13:44:56,SB,Coral reefs as a source of climate-active aerosols,Jackson RL,Data/Quantitative Synthesis,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,,
6/29/2022 12:09:10,SB,Between a {Reef} and a {Hard} {Place}: {Capacity} to {Map} the {Next} {Coral} {Reef} {Catastrophe},Hickey SM,Narrative Review,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
6/29/2022 12:02:03,SB,Thirty years of coral heat-stress experiments: a review of methods,McLachlan RH,Narrative Review,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
6/29/2022 11:56:46,SB,Probiotics for corals,Blackall LL,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
6/29/2022 11:52:47,SB,"Coral {Reefs} of {Abu} {Dhabi}, {United} {Arab} {Emirates}: {Analysis} of {Management} {Approaches} in {Light} of {International} {Best} {Practices} and a {Changing} {Climate}",Ben-Romdhane H,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,,
6/29/2022 11:47:12,SB,Effective conservation behaviours for protecting marine environments: the views of the experts,Hofman K,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
6/29/2022 11:39:24,SB,Parasites and coral-associated invertebrates that impact coral health,Barton JA,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
6/29/2022 11:33:08,SB,Defining coral bleaching as a microbial dysbiosis within the coral holobiont,Boilard A,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
6/29/2022 11:27:17,SB,Using resilience assessments to inform the management and conservation of coral reef ecosystems,McLeod E,"Narrative Review, Map",No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
